country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Rwanda,RW,RWA,646,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,13,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Rwanda,RW,RWA,646,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,32.3,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Rwanda,RW,RWA,646,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,22.6,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Saint Kitts and Nevis,KN,KNA,659,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,26.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Saint Kitts and Nevis,KN,KNA,659,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,53.6,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Saint Kitts and Nevis,KN,KNA,659,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,40.4,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Saint Lucia,LC,LCA,662,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,22.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Saint Lucia,LC,LCA,662,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,48.1,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Saint Lucia,LC,LCA,662,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,35.3,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Saint Vincent & the Grenadines,VC,VCT,670,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,19.8,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Saint Vincent & the Grenadines,VC,VCT,670,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,44,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Saint Vincent & the Grenadines,VC,VCT,670,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,32,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Samoa,WS,WSM,882,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,4.5,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Samoa,WS,WSM,882,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,13.1,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Samoa,WS,WSM,882,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,9.1,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sao Tome and Principe,ST,STP,678,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,12.1,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sao Tome and Principe,ST,STP,678,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,30,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sao Tome and Principe,ST,STP,678,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,21.1,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Saudi Arabia,SA,SAU,682,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,1.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Saudi Arabia,SA,SAU,682,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,3.3,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Saudi Arabia,SA,SAU,682,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,2.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Senegal,SN,SEN,686,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,6.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Senegal,SN,SEN,686,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,18.1,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Senegal,SN,SEN,686,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,12.4,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Serbia,RS,SRB,688,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,32.9,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Serbia,RS,SRB,688,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,60.9,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Serbia,RS,SRB,688,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,47.3,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Seychelles,SC,SYC,690,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,25.7,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Seychelles,SC,SYC,690,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,52.4,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Seychelles,SC,SYC,690,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,39.4,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sierra Leone,SL,SLE,694,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,10.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sierra Leone,SL,SLE,694,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,27,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sierra Leone,SL,SLE,694,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,18.7,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Singapore,SG,SGP,702,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,43,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Singapore,SG,SGP,702,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,70.6,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Singapore,SG,SGP,702,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,57.2,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Slovakia,SK,SVK,703,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,42.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Slovakia,SK,SVK,703,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,70,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Slovakia,SK,SVK,703,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,56.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Slovenia,SI,SVN,705,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,45.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Slovenia,SI,SVN,705,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,72.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Slovenia,SI,SVN,705,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,59.6,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Solomon Islands,SB,SLB,90,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,3.7,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Solomon Islands,SB,SLB,90,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,10.9,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Solomon Islands,SB,SLB,90,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,7.4,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Somalia,SO,SOM,706,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.2,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Somalia,SO,SOM,706,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.5,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Somalia,SO,SOM,706,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.3,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
South Africa,ZA,ZAF,710,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,10.5,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
South Africa,ZA,ZAF,710,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,27.3,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
South Africa,ZA,ZAF,710,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,19.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Spain,ES,ESP,724,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,42.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Spain,ES,ESP,724,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,70.1,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Spain,ES,ESP,724,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,56.6,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sri Lanka,LK,LKA,144,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,9.9,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sri Lanka,LK,LKA,144,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,26,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sri Lanka,LK,LKA,144,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,18,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sudan,SD,SDN,736,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.5,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sudan,SD,SDN,736,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,1.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sudan,SD,SDN,736,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,1.1,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Suriname,SR,SUR,740,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,16.9,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Suriname,SR,SUR,740,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,39.2,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Suriname,SR,SUR,740,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,28.2,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sweden,SE,SWE,752,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,48.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sweden,SE,SWE,752,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,74.9,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Sweden,SE,SWE,752,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,62,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Switzerland,CH,CHE,756,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,60.4,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Switzerland,CH,CHE,756,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,83,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Switzerland,CH,CHE,756,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,72,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Syrian Arab Republic,SY,SYR,760,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Syrian Arab Republic,SY,SYR,760,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,1.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Syrian Arab Republic,SY,SYR,760,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,1,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Tajikistan,TJ,TJK,762,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,6.1,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Tajikistan,TJ,TJK,762,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,17.1,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Tajikistan,TJ,TJK,762,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,11.7,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Thailand,TH,THA,764,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,16.2,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Thailand,TH,THA,764,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,38.1,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Thailand,TH,THA,764,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,27.3,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Timor-Leste,TL,TLS,626,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,6.7,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Timor-Leste,TL,TLS,626,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,18.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Timor-Leste,TL,TLS,626,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,12.9,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Togo,TG,TGO,768,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,8.2,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Togo,TG,TGO,768,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,21.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Togo,TG,TGO,768,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,15,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Tonga,TO,TON,776,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,4.1,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Tonga,TO,TON,776,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,11.9,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Tonga,TO,TON,776,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,8.2,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Trinidad and Tobago,TT,TTO,780,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,29.9,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Trinidad and Tobago,TT,TTO,780,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,57.6,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Trinidad and Tobago,TT,TTO,780,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,43.9,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Tunisia,TN,TUN,788,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.8,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Tunisia,TN,TUN,788,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,4.4,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Tunisia,TN,TUN,788,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,2.6,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Turkmenistan,TM,TKM,795,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,10.1,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Turkmenistan,TM,TKM,795,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,26.4,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Turkmenistan,TM,TKM,795,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,18.4,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Tuvalu,TV,TUV,798,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,4,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Tuvalu,TV,TUV,798,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,11.6,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Tuvalu,TV,TUV,798,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,7.9,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Turkey,TR,TUR,792,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,1.5,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Turkey,TR,TUR,792,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,5.5,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Turkey,TR,TUR,792,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,3.5,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Uganda,UG,UGA,800,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,13.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Uganda,UG,UGA,800,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,33.5,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Uganda,UG,UGA,800,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,23.6,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Ukraine,UA,UKR,804,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,36.8,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Ukraine,UA,UKR,804,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,53.2,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Ukraine,UA,UKR,804,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,45.2,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
United Arab Emirates,AE,ARE,784,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,3.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
United Arab Emirates,AE,ARE,784,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,10.6,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
United Arab Emirates,AE,ARE,784,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,7.9,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
United Kingdom,GB,GBR,826,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,48.8,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
United Kingdom,GB,GBR,826,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,75.2,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
United Kingdom,GB,GBR,826,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,62.3,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Tanzania, United Republic of",TZ,TZA,834,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,13.6,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Tanzania, United Republic of",TZ,TZA,834,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,33.5,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Tanzania, United Republic of",TZ,TZA,834,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,23.6,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
United States,US,USA,840,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,46,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
United States,US,USA,840,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,73.1,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
United States,US,USA,840,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,59.9,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Uruguay,UY,URY,858,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,43,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Uruguay,UY,URY,858,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,70.6,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Uruguay,UY,URY,858,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,57.1,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Uzbekistan,UZ,UZB,860,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,6.1,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Uzbekistan,UZ,UZB,860,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,17.2,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Uzbekistan,UZ,UZB,860,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,11.8,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Vanuatu,VU,VUT,548,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,3.7,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Vanuatu,VU,VUT,548,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,10.9,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Vanuatu,VU,VUT,548,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,7.4,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Venezuela, Bolivarian Republic of",VE,VEN,862,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,14.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Venezuela, Bolivarian Republic of",VE,VEN,862,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,34.7,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
"Venezuela, Bolivarian Republic of",VE,VEN,862,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,24.7,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Viet Nam,VN,VNM,704,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,13.3,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Viet Nam,VN,VNM,704,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,32.9,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Viet Nam,VN,VNM,704,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,23.4,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Yemen,YE,YEM,887,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.2,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Yemen,YE,YEM,887,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.5,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Yemen,YE,YEM,887,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,0.3,Total,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Zambia,ZM,ZMB,894,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,9,Female,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
Zambia,ZM,ZMB,894,Percentage of adolescents (aged 15-19 years) who had at least one alcoholic drink at any time during the last 12 months,2016,23.9,Male,Units,%,Estimated value,Free,End of fieldwork,15 to 19 years old
